lat,lon,color,percent,count,valid
-17.743577,170.022612,red,0.83,88,FALSE
65.986168,33.349892,orange,0.34,73,FALSE
71.116011,-99.902103,violet,0.6,64,TRUE
-50.922316,-121.506517,blue,0.69,9,TRUE
36.125982,15.45198,green,0.25,81,FALSE
-33.80804,67.410734,yellow,0.31,80,FALSE
51.174249,-132.108423,blue,0.39,87,TRUE
80.670831,-7.359651,indigo,0.43,85,FALSE
-34.632731,-10.811287,indigo,0.45,40,TRUE
-56.830631,-90.413235,yellow,0.02,5,FALSE
-0.228566,106.200959,red,0.12,51,FALSE
-18.415686,139.269511,orange,0.15,16,TRUE
59.002691,175.215856,yellow,0.93,26,FALSE
-53.216372,157.497437,yellow,0.54,68,TRUE
65.403854,-85.446991,blue,0.78,93,TRUE
2.39535,-147.808758,green,0.99,21,FALSE
22.368536,81.770365,yellow,0.09,6,TRUE
68.23245,137.625328,blue,0.14,87,TRUE
30.243186,-49.120291,red,0.13,56,FALSE
-33.075177,-80.999069,red,0.97,88,TRUE
68.975815,-42.832726,violet,0.63,24,TRUE
65.610139,136.596718,yellow,0.65,87,TRUE
40.452685,-40.223069,green,0.25,47,TRUE
33.831911,97.748275,blue,0.64,28,FALSE
-56.488135,-103.015363,blue,0.08,32,FALSE
-86.98563,92.481116,orange,0.46,23,FALSE
-77.807978,36.379754,green,0.8,26,TRUE
3.932905,134.141784,green,0.81,76,TRUE
62.223309,86.598982,violet,0.24,58,FALSE
56.440168,-144.633281,yellow,0.65,81,FALSE
-17.871072,7.70718,green,0.83,13,TRUE
-88.692214,96.980139,yellow,0,22,FALSE
-53.035803,94.445289,orange,0.25,31,FALSE
-3.360642,140.786978,orange,0.02,64,TRUE
-16.252463,160.345193,green,0.51,27,TRUE
-34.646486,-1.5252,orange,0.29,96,FALSE
-10.007391,-25.995484,red,0.66,81,TRUE
-72.439913,-176.587333,violet,0.69,6,TRUE
37.871682,19.14195,yellow,0.14,17,TRUE
-71.484896,-118.875159,orange,0.06,4,FALSE
-14.993945,61.231527,blue,0.04,3,FALSE
67.397601,-10.705343,violet,0.87,31,FALSE
13.740965,-34.179136,violet,0.93,17,FALSE
44.622967,166.746118,orange,0.03,46,TRUE
9.534851,84.326501,orange,0.48,73,FALSE
51.446184,-70.754344,orange,0.81,18,TRUE
-41.319324,-157.425491,orange,0.35,93,FALSE
37.357051,116.929716,blue,0.42,13,TRUE
73.230157,68.430341,violet,0.02,93,FALSE
20.162293,-40.626096,blue,0.86,74,TRUE
-20.029851,70.219001,red,0.71,27,FALSE
-62.909942,-96.213193,indigo,0.56,0,FALSE
26.593943,99.496904,red,0.75,80,TRUE
-0.247036,151.287545,blue,0.56,72,TRUE
-52.235556,26.277661,red,0.47,44,FALSE
-43.151363,42.346831,red,0.24,48,FALSE
-85.470092,-159.450448,violet,0.35,98,TRUE
63.073857,140.662614,green,0.42,89,FALSE
3.43482,-149.883214,blue,0.71,59,TRUE
43.941817,-146.113981,violet,0.98,28,TRUE
54.446792,-164.639108,indigo,0.92,83,TRUE
39.289395,30.830239,violet,0.34,28,TRUE
-68.305283,7.217938,green,0.04,46,TRUE
-64.495594,-55.291778,blue,0.68,3,TRUE
-86.546762,-164.228042,green,0.32,6,TRUE
-67.782673,-14.099986,red,0.84,51,TRUE
-32.532137,73.144857,green,0.54,72,FALSE
-22.471147,-81.232093,blue,0.72,42,TRUE
44.613461,-87.96597,orange,0.04,61,FALSE
52.165569,115.689876,yellow,0.15,51,TRUE
-34.466186,137.894749,blue,0.27,57,FALSE
-19.214486,-42.692474,green,0.64,14,TRUE
29.337173,44.785218,green,0.17,28,FALSE
-40.014917,-169.212221,blue,0.13,6,FALSE
82.592686,-164.719975,indigo,0.83,40,FALSE
-25.125329,33.908097,orange,0.81,43,TRUE
0.117621,14.214129,yellow,0.27,33,FALSE
84.181488,-11.661714,indigo,0.92,75,TRUE
7.445715,75.835495,green,0.8,29,FALSE
-17.444214,147.900793,yellow,0.23,18,TRUE
30.418211,105.605639,yellow,0.88,69,FALSE
21.698594,-29.576027,blue,0.89,49,TRUE
82.552273,42.847588,red,0.52,90,FALSE
80.712534,-87.456814,yellow,0.46,64,TRUE
-20.949785,-92.519972,indigo,0.57,21,FALSE
0.190551,155.601876,orange,0.12,91,TRUE
-40.196482,-144.301916,red,0.32,34,FALSE
54.791285,-177.079425,indigo,0.66,57,FALSE
53.640241,-177.024775,yellow,0.83,35,TRUE
-71.006987,-174.654421,red,0.01,30,TRUE
16.218432,-98.408023,indigo,0.36,42,TRUE
55.00275,130.367393,violet,0.25,14,FALSE
7.092569,-118.593846,orange,0.72,98,TRUE
66.503507,17.548301,violet,0.38,42,TRUE
67.625106,-108.59751,blue,0.94,88,TRUE
0.30672,140.323908,red,0.05,8,FALSE
-48.321502,12.328833,green,0.42,1,TRUE
40.066745,-26.918145,violet,0.15,50,FALSE
-75.872389,-166.667799,orange,0.68,74,FALSE
69.932272,-161.829291,orange,0.54,21,FALSE
25.305255,-87.077829,violet,0.39,6,FALSE
-58.749846,148.630959,orange,0.69,90,FALSE
67.711771,16.045384,green,0.07,2,TRUE
-86.992164,21.935127,indigo,0.72,30,TRUE
-51.014142,-115.064825,violet,0.58,26,FALSE
31.346339,24.903574,yellow,0.88,60,FALSE
51.764813,178.95907,violet,0.43,2,TRUE
25.213252,92.822887,yellow,0.51,95,TRUE
-20.082438,-64.499785,green,0.65,28,FALSE
-6.223104,177.65275,green,0.7,71,FALSE
3.885916,-159.713465,yellow,0.78,32,FALSE
87.292104,-43.332114,red,0.4,28,FALSE
-19.235148,175.554902,blue,0.48,77,FALSE
83.564982,125.602786,orange,0.16,8,FALSE
-17.314137,91.946464,red,0.17,82,FALSE
30.674428,-107.983176,violet,0.63,78,FALSE
-55.601492,10.117637,violet,0.76,94,FALSE
61.75483,139.027331,blue,0.94,16,TRUE
-79.512022,79.83329,green,0.62,19,FALSE
-37.784717,15.180338,indigo,0.25,94,TRUE
-63.087624,-5.1302,red,0.46,8,FALSE
30.277152,-112.042003,red,0.51,49,TRUE
-36.151126,57.733764,indigo,0.41,34,TRUE
60.486444,83.829316,violet,0.63,77,TRUE
20.161791,123.368105,violet,0.79,34,FALSE
-50.672189,7.08203,violet,0.07,6,TRUE
-25.824412,-39.343089,blue,0.04,46,FALSE
-64.336901,-85.796323,green,0.13,68,TRUE
-50.143482,153.310381,green,0.52,91,TRUE
37.962317,29.235636,indigo,0.94,11,FALSE
69.459892,-167.814405,yellow,0.28,54,FALSE
-23.093394,2.552931,orange,0.84,61,FALSE
-17.292485,-163.247617,violet,0.55,6,TRUE
-49.558276,-97.435877,violet,0.9,24,TRUE
-7.091211,60.050912,yellow,0.81,85,TRUE
47.812691,-68.051548,orange,0.18,16,TRUE
39.056789,-100.376231,red,0.26,86,FALSE
2.054069,154.313721,red,0.88,61,TRUE
26.870119,129.231083,indigo,0.52,51,FALSE
-35.266056,62.688695,yellow,0.12,53,TRUE
15.031231,142.647103,red,0.61,62,FALSE
42.644712,108.573299,yellow,0.71,7,FALSE
88.838636,73.444884,indigo,0.73,16,FALSE
-45.749873,-168.336305,orange,0.36,89,TRUE
-42.05359,-71.257075,indigo,0.72,61,TRUE
62.309818,-110.504138,indigo,0.91,49,FALSE
5.54976,70.900363,green,0.69,21,FALSE
-84.324422,-130.297803,violet,0.8,29,FALSE
-10.95473,-22.051835,yellow,0.93,34,FALSE
-60.597392,150.215599,green,0.79,81,FALSE
29.369404,153.091501,blue,0.6,29,FALSE
-23.637137,109.287796,violet,0.06,52,TRUE
44.75411,-15.496161,violet,0.2,41,FALSE
85.262895,74.628936,orange,0.14,92,TRUE
83.279907,95.617717,orange,0.96,62,FALSE
9.626681,99.071989,yellow,0.73,14,TRUE
-46.055171,-5.938269,yellow,0.42,32,FALSE
-48.281532,-45.610623,red,0.2,38,TRUE
-22.401972,27.884765,green,0.15,81,FALSE
78.596385,104.639386,indigo,0.37,90,TRUE
-74.578256,-85.764411,indigo,0.95,21,TRUE
-82.124667,158.605581,indigo,0.5,97,FALSE
-65.163506,-132.731201,indigo,0.63,51,FALSE
39.376659,-34.458683,red,0.57,75,TRUE
-28.631348,-56.812877,red,0.43,61,TRUE
-54.53558,163.984623,red,0.51,64,FALSE
-21.305544,124.209665,indigo,0.56,60,FALSE
41.062226,-12.990671,blue,0.36,62,FALSE
-43.680097,10.270843,indigo,0.87,56,FALSE
46.484358,-38.908667,orange,0.8,21,FALSE
-28.504715,137.840518,green,0.46,5,TRUE
-22.590226,-110.120305,red,0.67,29,FALSE
27.079397,-170.84175,red,0.78,57,TRUE
43.241677,-61.384394,green,0.15,43,FALSE
42.749617,56.537442,orange,0.64,81,FALSE
-23.581766,-151.601887,blue,0.02,13,TRUE
79.177355,-48.237058,yellow,0.96,16,FALSE
-45.453325,125.72065,yellow,0.21,69,FALSE
-44.980861,150.316179,indigo,0.91,37,TRUE
-16.376813,151.255322,orange,0.62,8,TRUE
-61.346378,169.170756,yellow,0.17,43,TRUE
-89.113545,-51.594995,indigo,0.92,53,FALSE
-58.079039,-35.359342,blue,0.51,98,FALSE
21.733908,176.167553,orange,0.14,38,FALSE
28.912266,27.602889,yellow,0.28,37,FALSE
-68.800481,-162.837398,violet,0.92,38,FALSE
59.337799,-128.257746,blue,0.83,16,FALSE
-49.913063,-87.901635,violet,0.92,53,FALSE
84.436638,65.52743,orange,0.81,97,TRUE
-21.65559,24.736396,green,0.26,53,TRUE
-42.32455,49.324477,indigo,0.14,1,TRUE
56.436575,105.566979,red,0.15,67,FALSE
-55.580067,70.180103,yellow,0.51,20,FALSE
73.949167,-42.390855,blue,0.1,62,FALSE
-53.734036,-44.830919,yellow,0.45,87,FALSE
-51.830273,170.298948,yellow,0.02,18,TRUE
-79.887806,-82.289071,orange,0.29,55,FALSE
-7.63239,55.871015,indigo,0.1,56,FALSE
39.032634,72.404771,green,0.45,16,TRUE
6.065327,-165.26824,red,0.68,15,TRUE
-3.593148,155.653966,indigo,0.9,94,FALSE
-17.510611,-74.676906,red,0.83,31,FALSE
39.235468,-148.498615,blue,0.33,82,TRUE
-31.655788,-118.451756,red,0.92,42,FALSE
-14.615106,-177.134137,yellow,0.79,33,FALSE
18.959997,-34.032709,yellow,0.08,71,FALSE
23.298105,158.134592,red,0.86,89,TRUE
-42.483293,143.054186,green,0.8,93,FALSE
48.293474,-104.510081,indigo,0.07,14,FALSE
29.578294,164.332874,red,0.62,43,FALSE
37.503527,-95.46883,orange,0.24,12,TRUE
-8.715712,-117.54687,red,0.21,52,TRUE
-66.092302,100.25065,violet,0.36,2,TRUE
-42.799928,-85.574091,blue,0.42,91,FALSE
19.109323,-63.245911,indigo,0.4,87,FALSE
-62.554993,-67.345218,orange,0.71,14,TRUE
-22.483258,-153.366048,orange,0.02,54,TRUE
-7.039489,-174.728996,orange,0.1,31,FALSE
71.818485,101.423628,violet,0.74,11,FALSE
-11.506672,28.102937,orange,0.75,99,TRUE
43.892368,-30.601876,yellow,0.44,18,TRUE
34.482184,134.168325,blue,0.33,43,TRUE
-39.692203,22.137943,red,0.89,40,FALSE
22.035004,-4.75535,orange,0.18,63,TRUE
-67.059234,-9.883831,orange,0.24,19,FALSE
-52.610937,-62.180587,orange,0.87,11,TRUE
-19.718598,103.937029,yellow,0.06,74,TRUE
74.673274,-4.097646,green,0.15,75,TRUE
-60.550945,-53.388059,orange,0.42,74,TRUE
65.105715,84.843296,red,0.5,63,TRUE
-80.4507,123.536252,orange,0.3,63,TRUE
24.160759,148.967895,blue,0.02,71,TRUE
47.051409,3.816711,yellow,0.6,23,FALSE
-82.10303,98.317391,indigo,0.19,86,FALSE
-4.702902,4.040935,violet,0.24,6,TRUE
-64.467061,127.764607,indigo,0.17,1,TRUE
75.206101,-51.310556,indigo,0.4,98,FALSE
12.709797,179.354587,green,0.8,16,TRUE
42.304555,-179.76493,yellow,0.37,78,TRUE
-35.952263,-96.269389,red,0.75,68,TRUE
79.151253,-139.36757,orange,0.29,11,TRUE
36.452116,-139.111026,indigo,0.88,23,TRUE
4.928865,-78.560878,green,0.75,9,TRUE
-35.966066,-141.452668,orange,0.35,54,FALSE
80.621014,-5.475014,orange,0.1,37,TRUE
-65.944399,-176.382986,violet,0.99,9,FALSE
42.369255,-61.831216,indigo,0.86,92,FALSE
28.461366,-4.345958,violet,0.29,47,FALSE
39.781149,153.063569,red,0.77,22,FALSE
42.809975,15.841539,orange,0.17,86,FALSE
-32.426505,12.327745,violet,0.14,49,TRUE
10.318529,44.184084,green,0.31,0,TRUE
-74.969062,-12.491962,indigo,0.58,95,FALSE
-82.84099,-163.402711,violet,0.03,67,FALSE
-1.248853,45.004485,yellow,0.61,30,TRUE
-29.678255,114.664674,indigo,0.16,17,TRUE
66.454122,131.445332,blue,0.35,23,TRUE
79.885769,162.68173,violet,0.17,38,TRUE
-84.971942,-167.500911,red,0.01,70,FALSE
-82.031245,79.964478,red,0.32,29,TRUE
89.175931,61.890861,red,0.17,28,TRUE
-33.480895,-179.650282,blue,0.99,73,FALSE
-87.198287,-71.951602,green,0.77,60,TRUE
-61.929209,15.258899,violet,0.7,97,TRUE
-16.479695,7.930885,orange,0.19,26,TRUE
-31.430151,-147.089033,blue,0.18,72,TRUE
-13.509207,-24.620014,yellow,0.06,2,FALSE
-35.10899,14.624161,blue,0.48,15,FALSE
-48.8216,-50.811324,red,0.14,31,TRUE
-36.990199,153.850526,violet,0.85,50,TRUE
6.360772,117.069894,violet,0.19,18,FALSE
-14.456255,-109.976836,green,0.6,78,FALSE
11.929109,-79.048064,green,0.47,92,FALSE
23.236562,-5.868952,indigo,0.33,32,TRUE
60.148044,111.77533,indigo,0.83,9,FALSE
0.956237,104.434371,violet,0.45,21,FALSE
-28.331127,-22.386435,indigo,0.12,81,TRUE
-48.175986,143.29662,indigo,0.36,22,FALSE
-3.806575,6.610626,indigo,0.12,51,TRUE
27.542912,20.957964,blue,0.26,89,FALSE
-81.108195,-101.967533,yellow,0.91,90,TRUE
28.413151,12.344209,violet,0.94,68,TRUE
-40.08563,11.710176,red,0.42,14,FALSE
42.580184,112.128646,green,0.11,19,FALSE
-55.274876,38.572015,violet,0.72,97,FALSE
-54.245304,152.50325,yellow,0.88,32,FALSE
71.723915,165.55948,green,0.66,30,TRUE
81.619182,-175.168766,red,0.44,84,FALSE
2.293976,106.211464,orange,0.26,70,FALSE
-69.418001,50.751349,orange,0.66,79,TRUE
83.516546,78.9964,yellow,0.34,89,FALSE
36.377369,-29.615555,yellow,0.9,85,FALSE
-2.802859,-53.266009,blue,0.43,61,TRUE
58.770183,100.065861,orange,0.2,12,TRUE
-64.887764,172.113171,red,0.36,92,TRUE
88.267137,74.382236,red,0.35,33,TRUE
-60.936437,-151.343464,red,0.65,70,TRUE
-31.432071,-79.28087,green,0.01,52,FALSE
-16.364363,-5.403486,red,0.98,89,TRUE
69.973243,-178.321569,yellow,0.48,73,TRUE
-34.401037,-153.810551,violet,0.24,87,TRUE
36.786374,130.885912,red,0.45,90,FALSE
-52.426902,-157.345652,red,0.98,30,TRUE
36.900423,14.14716,orange,0.19,22,FALSE
-41.369773,-109.459223,green,0.94,18,TRUE
-86.561979,162.637234,green,0.2,17,TRUE
10.183801,-2.760026,blue,0.27,73,FALSE
-6.97956,58.494123,red,0.12,3,FALSE
29.419413,-73.938469,yellow,0,16,FALSE
22.994367,-71.353027,red,0.86,29,TRUE
39.375567,52.000835,indigo,0.74,9,TRUE
28.608772,-150.408403,green,0.42,4,TRUE
-86.644125,-63.826224,indigo,0.15,34,TRUE
9.593721,23.196138,blue,0.4,79,TRUE
-30.834078,-13.655563,blue,0.1,19,TRUE
-35.416802,-154.554843,violet,0.04,14,FALSE
25.792436,152.645534,yellow,0.79,93,TRUE
-53.36296,-17.404472,violet,0.31,6,TRUE
18.75982,-156.746462,indigo,0.3,97,TRUE
-33.136653,150.046981,yellow,0.95,83,FALSE
60.734701,-27.88156,red,0.21,82,FALSE
-55.291838,10.674242,red,0.85,33,TRUE
63.101872,-71.44218,yellow,0.5,80,TRUE
-46.348072,15.905431,indigo,0.92,46,TRUE
36.672629,-34.658148,violet,0.29,87,FALSE
13.254634,-134.428214,yellow,0.74,18,TRUE
-31.948984,71.804792,orange,0.11,48,FALSE
65.884577,-32.205145,red,0.62,40,FALSE
-36.676529,-121.93077,green,0.5,42,FALSE
24.517618,-102.516507,indigo,0.58,10,FALSE
-8.841207,0.938496,indigo,0.26,85,TRUE
70.128322,-51.878411,violet,0.17,24,TRUE
-36.639124,-100.592842,orange,0.87,80,FALSE
29.054712,-71.785683,green,0.25,35,TRUE
-43.17446,77.266272,orange,0,62,FALSE
-70.935982,83.375069,orange,0.95,89,FALSE
-82.321282,166.663857,violet,0.68,88,TRUE
40.894888,51.168409,indigo,0.57,90,FALSE
89.167269,-82.438768,orange,0.31,8,FALSE
-62.367096,58.687354,yellow,0.2,33,FALSE
29.963978,-16.501078,orange,0.16,62,TRUE
26.978761,94.142038,indigo,0.37,14,FALSE
31.743799,125.557409,blue,0.93,27,TRUE
-35.670777,-174.649177,green,0.3,81,TRUE
17.848511,141.2213,indigo,0.71,87,TRUE
-66.183556,99.938908,violet,0.69,66,FALSE
-61.586287,-143.56824,orange,0.63,66,FALSE
87.32358,-80.974048,green,0.01,42,FALSE
86.956446,-144.7615,red,0.65,86,FALSE
-70.65879,71.852032,orange,0.26,38,FALSE
29.161265,71.911402,orange,0.86,87,FALSE
-25.597388,1.838808,green,0.4,47,FALSE
81.276047,-38.857254,blue,0.05,84,FALSE
16.65805,-63.436585,violet,0.47,19,FALSE
-55.104656,3.659043,indigo,0.35,18,TRUE
-85.695297,-122.521133,blue,0.35,77,TRUE
-79.366258,139.565744,red,0.4,76,TRUE
-29.045306,105.77035,blue,0.57,65,TRUE
-11.388885,98.854833,orange,0.46,89,TRUE
-49.958761,-174.595651,violet,0.31,26,TRUE
65.814468,-143.279549,yellow,0.1,90,FALSE
38.594047,-71.421619,blue,0.74,89,TRUE
-70.644114,11.131072,yellow,0.51,63,TRUE
78.184577,80.679012,blue,0.22,48,FALSE
36.562922,91.080178,green,0.95,70,TRUE
